"Query ID","Tree","Tax Rank","Phylum","Class","Order","Family","Subfamily","Tribe","Genus","Species","Confidence","Supporting Recs"
"P1_F_11_all.fa;658;5;ambs=0;estgaps=0"," Tree","SUBFAMILY","Arthropoda","Insecta","Diptera","Chironomidae","Orthocladiinae","","","","96.13","19"
"P2_F_8_all.fa;658;24;ambs=0;estgaps=0"," Tree","SPECIES","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscinae","","Scardinius","Scardinius erythrophthalmus","96.0","24"
"P2_G_8_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscinae","","Scardinius","Scardinius erythrophthalmus","96.0","24"
"P6_E_7_all.fa;658;25;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Procladius","","96.0","24"
"P6_F_7_all.fa;658;25;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Procladius","","96.0","24"
"P6_H_5_all.fa;658;11;ambs=0;estgaps=1"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Procladius","","96.0","24"
"P1_G_7_all.fa;658;5;ambs=13;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Chironominae","","Polypedilum","","95.94","24"
"P2_B_6_all.fa;658;25;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Odonata","Lestidae","Lestinae","","Chalcolestes","","95.94","24"
"P2_C_10_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Chironominae","","Kiefferulus","Kiefferulus tendipediformis","95.89","23"
"P5_A_3_all.fa;658;100;ambs=5;estgaps=4"," Tree","SPECIES","Mollusca","Gastropoda","","Physidae","Physinae","","Physella","Physella acuta","95.83","23"
"P5_A_9_all.fa;658;73;ambs=4;estgaps=4"," Tree","SPECIES","Mollusca","Gastropoda","","Physidae","Physinae","","Physella","Physella acuta","95.83","23"
"P3_G_4_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Chironominae","","Tanytarsus","Tanytarsus eminulus","95.82","23"
"P2_D_8_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Annelida","Clitellata","Rhynchobdellida","Glossiphoniidae","","","Hemiclepsis","Hemiclepsis marginata","95.52","22"
"P3_E_1_all.fa;658;25;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Chironominae","","Polypedilum","","95.39","24"
"P5_G_5_all.fa;658;75;ambs=4;estgaps=4"," Tree","SPECIES","Mollusca","Gastropoda","","Planorbidae","Planorbinae","","Gyraulus","Gyraulus albus","94.4","7"
"P1_H_7_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Orthocladiinae","","Nanocladius","Nanocladius rectinervis","93.83","10"
"P2_D_3_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Arachnida","Araneae","Argyronetidae","","","Argyroneta","Argyroneta aquatica","93.48","14"
"P2_C_8_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Ephydridae","Ephydrinae","","Scatella","Scatella tenuicosta","93.33","14"
"P5_B_2_all.fa;658;37;ambs=4;estgaps=4"," Tree","SPECIES","Mollusca","Gastropoda","","Planorbidae","Planorbinae","","Gyraulus","Gyraulus albus","92.73","7"
"P4_G_5_all.fa;658;25;ambs=0;estgaps=0"," Tree","SUBFAMILY","Arthropoda","Insecta","Diptera","Chironomidae","Orthocladiinae","","","","92.35","22"
"P3_F_3_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","","Simulium","Simulium erythrocephalum","92.0","23"
"P5_H_4_all.fa;658;25;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Chironominae","","Glyptotendipes","","92.0","23"
"P5_C_12_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Annelida","Clitellata","Arhynchobdellida","Erpobdellidae","Erpobdellinae","","Erpobdella","Erpobdella sp3","91.49","2"
"P1_A_9_all.fa;658;22;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Conchapelopia","Conchapelopia melanops","91.3","21"
"P1_H_8_all.fa;658;12;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Conchapelopia","Conchapelopia melanops","91.3","21"
"P2_B_10_all.fa;658;6;ambs=6;estgaps=1"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Conchapelopia","Conchapelopia melanops","91.3","21"
"P3_D_3_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Conchapelopia","Conchapelopia melanops","91.3","21"
"P3_H_7_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Conchapelopia","Conchapelopia melanops","91.3","21"
"P6_B_5_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Conchapelopia","Conchapelopia melanops","91.3","21"
"P6_G_6_all.fa;658;16;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Chironomidae","Tanypodinae","","Conchapelopia","Conchapelopia melanops","91.3","21"
"P3_B_10_all.fa;658;25;ambs=0;estgaps=0"," Tree","SPECIES","Arthropoda","Insecta","Diptera","Tipulidae","Tipulinae","","Tipula","Tipula lateralis","90.91","20"
"P3_C_12_all.fa;658;25;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Orthocladiinae","","Orthocladius","","88.0","22"
"P3_H_8_all.fa;658;23;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Orthocladiinae","","Orthocladius","","88.0","22"
"P5_F_12_all.fa;658;81;ambs=3;estgaps=3"," Tree","GENUS","Mollusca","Gastropoda","","Planorbidae","","","Armiger","","83.69","15"
"P1_E_6_all.fa;658;7;ambs=0;estgaps=0"," Tree","GENUS","Arthropoda","Insecta","Diptera","Chironomidae","Orthocladiinae","","Rheocricotopus","","82.63","22"
"P1_B_3_all.fa;658;25;ambs=0;estgaps=0"," Tree","","","","","","","","","","","0"
"P1_D_5_all.fa;658;25;ambs=0;estgaps=0"," Tree","","","","","","","","","","","0"
"P1_E_5_all.fa;658;25;ambs=0;estgaps=0"," Tree","","","","","","","","","","","0"
"P1_H_5_all.fa;658;25;ambs=0;estgaps=0"," Tree","","","","","","","","","","","0"
"P2_A_2_all.fa;658;6;ambs=146;estgaps=60"," Tree","","","","","","","","","","","0"
"P2_A_7_all.fa;658;25;ambs=0;estgaps=0"," Tree","","","","","","","","","","","0"
"P2_E_10_all.fa;657;11;ambs=70;estgaps=25"," Tree","","","","","","","","","","","0"
"P2_E_3_all.fa;658;17;ambs=104;estgaps=33"," Tree","","","","","","","","","","","0"
"P3_A_2_all.fa;658;8;ambs=90;estgaps=29"," Tree","","","","","","","","","","","0"
"P3_B_4_all.fa;658;18;ambs=110;estgaps=37"," Tree","","","","","","","","","","","0"
"P3_B_5_all.fa;658;16;ambs=128;estgaps=37"," Tree","","","","","","","","","","","0"
"P3_C_1_all.fa;658;16;ambs=95;estgaps=20"," Tree","","","","","","","","","","","0"
"P3_C_3_all.fa;658;11;ambs=142;estgaps=150"," Tree","","","","","","","","","","","0"
"P3_F_9_all.fa;658;50;ambs=0;estgaps=0"," Tree","","","","","","","","","","","0"
"P3_G_12_all.fa;658;5;ambs=43;estgaps=23"," Tree","","","","","","","","","","","0"
"P4_B_7_all.fa;658;18;ambs=112;estgaps=35"," Tree","","","","","","","","","","","0"
"P4_C_6_all.fa;658;8;ambs=114;estgaps=46"," Tree","","","","","","","","","","","0"
"P4_D_5_all.fa;658;8;ambs=12;estgaps=15"," Tree","","","","","","","","","","","0"
"P4_E_5_all.fa;658;12;ambs=2;estgaps=7"," Tree","","","","","","","","","","","0"
"P4_H_10_all.fa;658;25;ambs=0;estgaps=0"," Tree","","","","","","","","","","","0"
"P5_A_11_all.fa;658;11;ambs=146;estgaps=29"," Tree","","","","","","","","","","","0"
"P5_C_9_all.fa;658;19;ambs=111;estgaps=32"," Tree","","","","","","","","","","","0"
"P5_G_6_all.fa;658;7;ambs=76;estgaps=30"," Tree","","","","","","","","","","","0"
"P6_C_2_all.fa;658;6;ambs=154;estgaps=44"," Tree","","","","","","","","","","","0"
"P6_H_3_all.fa;658;6;ambs=126;estgaps=24"," Tree","","","","","","","","","","","0"

